Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Age_at_enrollment,Curricular_units_2nd_sem_enrolled,Curricular_units_1st_sem_enrolled,Admission_grade,Curricular_units_2nd_sem_evaluations,Previous_qualification_grade,Curricular_units_2nd_sem_without_evaluations
0,0,0.0,2,10.5,22,5,5,128.7,10,135.0,0
0,5,13.571428571428571,5,12.5,18,5,5,116.1,7,115.0,0
0,0,0.0,0,0.0,27,0,0,100.0,0,110.0,0
1,8,12.0,9,12.333333333333334,30,10,10,130.0,12,140.0,0
0,1,10.0,0,0.0,28,6,6,150.0,8,150.0,1
1,6,11.571428571428571,5,11.142857142857142,20,6,6,132.0,9,133.0,0
0,5,12.0,5,12.166666666666666,31,7,8,125.0,12,110.0,0
0,2,11.5,2,11.0,21,5,5,116.2,8,126.0,2
0,3,10.666666666666666,1,11.0,27,5,5,100.0,6,133.1,1
1,5,11.8,4,13.25,19,6,6,132.9,13,136.0,0
0,0,0.0,2,12.5,21,6,6,140.0,10,140.0,0
0,4,12.25,7,12.142857142857142,35,9,10,100.1,9,160.0,0
0,3,11.333333333333334,3,12.0,28,5,5,128.2,10,133.1,0
0,0,0.0,0,0.0,19,6,4,136.1,0,142.0,0
1,6,12.666666666666666,6,12.833333333333334,20,6,6,130.3,8,131.0,2
0,3,11.666666666666666,5,12.0,37,7,7,142.5,7,110.0,0
0,1,13.0,2,12.0,19,6,6,114.6,12,124.0,0
0,0,0.0,0,0.0,36,7,7,108.5,7,120.0,0
0,0,0.0,0,0.0,29,5,5,140.0,0,133.1,0
1,5,11.6,6,11.375,30,6,6,120.0,10,133.1,0
0,0,0.0,2,12.0,32,6,6,120.0,7,133.1,0
0,2,10.5,1,12.0,37,6,6,140.0,23,140.0,1
0,2,11.0,3,12.0,27,6,6,111.3,7,138.7,0
1,5,11.833333333333334,6,12.714285714285714,18,6,6,131.0,8,131.0,0
1,8,15.3,8,15.3,18,8,8,139.5,8,149.0,0
0,0,0.0,2,11.5,32,7,8,110.0,9,133.1,0
0,0,0.0,0,0.0,22,6,6,115.0,10,120.0,0
0,0,0.0,0,0.0,32,8,7,154.3,0,133.1,0
0,5,13.125,3,12.666666666666666,19,6,6,115.2,10,126.0,0
1,6,14.0,6,13.5,18,6,6,130.6,6,125.0,0
1,5,11.4,5,12.0,18,5,5,117.4,10,123.0,0
0,0,0.0,0,0.0,38,5,5,150.0,5,150.0,0
0,4,10.5,5,11.8,21,6,6,131.3,8,132.0,0
0,1,13.0,2,11.5,21,6,6,120.4,13,133.0,0
1,6,14.616666666666667,6,14.616666666666667,19,7,7,125.0,7,137.0,0
0,3,11.333333333333334,4,11.0,18,6,6,142.7,12,150.0,0
0,0,0.0,0,0.0,25,5,5,130.0,0,130.0,0
1,7,12.192307692307692,7,12.192307692307692,19,14,14,120.8,22,136.0,5
1,6,12.333333333333334,6,12.833333333333334,18,6,6,130.3,7,131.0,0
1,5,11.833333333333334,5,12.875,19,5,5,119.9,6,130.0,0
1,6,12.5,6,12.166666666666666,22,6,6,110.5,6,108.0,0
1,6,12.857142857142858,6,13.428571428571429,21,6,6,160.0,12,160.0,0
1,6,14.666666666666666,6,14.5,21,6,6,118.6,8,113.0,0
1,7,12.857142857142858,7,12.142857142857142,20,7,7,112.3,7,113.0,0
1,6,13.9,6,13.9,18,7,7,125.0,7,148.0,0
0,3,12.066666666666668,3,13.766666666666666,26,7,7,105.8,11,130.0,0
0,11,12.545454545454543,13,11.615384615384617,31,14,15,121.5,14,133.1,0
1,6,14.142857142857142,6,15.166666666666666,18,6,6,134.2,7,138.0,0
0,0,0.0,0,0.0,35,5,5,130.0,5,130.0,0
1,6,10.714285714285714,5,10.8,19,6,6,108.7,8,115.0,0
1,8,14.955555555555556,7,13.995714285714287,18,8,7,136.7,9,147.0,0
1,6,11.8,6,13.285714285714286,20,6,6,119.1,16,132.0,0
1,11,13.25,12,12.75,19,11,12,151.3,16,146.0,0
1,7,12.285714285714286,7,12.714285714285714,18,7,7,127.4,7,133.0,0
1,8,12.88625,8,12.88625,23,8,8,124.0,8,124.0,0
1,6,12.666666666666666,5,13.0,21,6,6,155.0,6,133.1,0
1,5,11.2,5,12.2,19,5,5,114.0,6,121.0,0
1,9,13.88888888888889,11,13.785714285714286,20,9,11,160.0,9,160.0,0
1,8,14.50125,8,14.50125,18,8,8,136.5,8,150.0,0
1,6,14.35,6,14.35,19,7,7,122.3,7,130.0,0
1,6,12.333333333333334,6,11.5,21,6,6,128.0,6,133.1,0
1,6,14.666666666666666,6,11.714285714285714,18,6,6,156.5,6,154.0,0
1,6,13.666666666666666,5,13.0,18,6,6,143.0,6,150.0,0
1,8,14.02625,7,13.56875,18,8,7,131.9,8,141.0,0
1,0,0.0,0,0.0,18,0,0,155.1,0,146.0,0
1,8,14.15375,8,14.15375,18,8,8,130.3,8,139.0,0
0,0,0.0,0,0.0,18,8,8,123.3,8,136.0,8
1,6,12.833333333333334,6,13.833333333333334,20,6,6,117.4,6,110.0,0
1,7,12.454285714285716,7,12.454285714285716,19,8,8,120.0,8,129.0,0
0,0,0.0,0,0.0,18,8,7,126.7,0,137.0,0
1,7,12.94375,6,13.271666666666668,18,8,7,129.3,11,138.0,0
0,0,0.0,2,11.0,21,6,6,98.6,12,133.1,0
1,7,14.428571428571429,7,13.285714285714286,19,7,7,126.9,7,136.0,0
1,6,14.0,6,13.333333333333334,20,6,6,146.7,7,139.0,0
1,8,13.2575,8,13.2575,21,8,8,117.0,8,125.0,0
0,0,0.0,0,0.0,23,6,6,130.0,7,130.0,0
0,2,11.5,6,12.666666666666666,18,6,6,125.8,6,137.0,0
0,5,15.4,5,14.6,30,5,5,160.0,5,130.0,0
0,0,0.0,0,0.0,20,5,5,134.2,5,130.0,5
0,0,0.0,3,12.333333333333334,29,5,5,96.0,8,160.0,0
1,6,11.333333333333334,6,11.666666666666666,20,6,6,125.2,10,136.0,0
0,6,14.333333333333334,4,12.5,27,6,6,100.0,6,117.0,0
0,0,0.0,0,0.0,23,5,5,140.0,0,140.0,0
1,6,14.166666666666666,6,15.333333333333334,23,6,6,120.0,6,132.0,0
1,7,14.2,7,14.2,18,8,8,134.3,8,147.0,0
1,6,14.666666666666666,6,14.833333333333334,19,6,6,144.7,6,158.0,0
0,8,14.3875,7,13.642857142857142,19,8,7,131.9,8,142.0,0
0,6,14.0,6,13.833333333333334,18,6,6,136.7,6,143.0,0
1,6,13.0,6,11.833333333333334,19,6,6,129.8,7,135.0,0
1,6,13.5,6,13.428571428571429,18,6,6,146.5,10,160.0,0
1,8,11.9625,6,11.416666666666666,24,8,7,117.8,9,133.1,0
0,2,11.0,2,12.75,19,7,7,106.0,12,133.1,0
1,5,12.4,6,11.5,20,6,6,116.9,8,106.0,0
1,6,12.666666666666666,6,13.833333333333334,18,6,6,141.7,6,148.0,0
0,4,11.333333333333334,6,11.714285714285714,18,6,6,127.7,11,134.0,0
1,7,13.0375,7,11.678571428571429,19,8,7,122.1,10,130.0,0
0,6,14.666666666666666,6,15.714285714285714,19,6,6,153.5,6,150.0,0
1,0,0.0,0,0.0,18,0,0,141.4,0,141.0,0
1,6,13.0,6,13.0,19,6,6,135.8,7,140.0,0
1,8,14.58888888888889,7,14.485714285714286,18,8,7,127.5,9,138.0,0
1,7,11.571428571428571,7,11.571428571428571,20,8,8,100.0,8,133.0,0
1,7,12.657142857142857,7,12.657142857142857,19,8,8,131.5,8,150.0,0
0,1,10.0,2,10.0,22,5,5,109.3,11,117.0,0
1,6,13.166666666666666,6,13.714285714285714,19,6,6,127.9,6,145.0,0
1,11,13.0,13,13.071428571428571,36,11,14,140.0,16,140.0,0
1,6,14.0,6,15.333333333333334,19,6,6,160.0,9,160.0,0
1,6,12.142857142857142,5,11.571428571428571,18,6,6,119.8,8,125.0,0
0,0,0.0,0,0.0,40,5,5,153.0,5,133.1,0
1,6,12.9,6,12.9,19,7,7,125.0,7,139.0,0
0,3,11.666666666666666,4,11.5,32,9,10,120.0,13,120.0,2
1,6,13.428571428571429,6,13.5,19,6,6,116.9,7,120.0,0
0,0,0.0,0,0.0,35,5,1,117.9,0,130.0,0
1,8,11.375,7,11.142857142857142,29,8,8,135.0,11,150.0,0
1,7,13.79857142857143,7,13.79857142857143,18,8,8,129.5,8,143.0,0
1,6,13.5,6,13.333333333333334,25,6,6,111.3,6,100.0,0
0,0,0.0,0,0.0,50,5,6,95.0,6,133.1,0
0,13,12.846153846153848,14,11.357142857142858,24,14,15,131.8,15,133.1,0
0,0,0.0,0,0.0,18,5,5,119.1,8,132.0,0
1,5,14.428571428571429,6,15.692307692307692,20,6,6,125.4,13,131.0,0
1,13,14.538461538461538,18,15.052631578947368,20,13,18,140.7,13,147.0,0
0,5,12.4,6,11.5,21,10,10,131.9,17,141.0,0
1,6,13.166666666666666,6,13.0,19,6,6,139.2,6,135.0,0
1,8,12.93875,8,12.93875,18,8,8,121.8,8,133.0,0
1,0,0.0,0,0.0,22,0,0,132.9,0,142.0,0
0,0,0.0,0,0.0,25,6,6,130.0,8,130.0,0
0,5,12.88,5,13.0,37,7,7,130.1,9,133.1,0
0,4,11.8125,5,12.18,38,7,7,124.5,11,133.1,0
0,5,11.4,3,11.333333333333334,36,6,6,162.3,12,130.0,0
1,7,13.0,7,13.0,18,8,8,137.8,8,149.0,0
0,0,0.0,0,0.0,19,6,5,119.5,0,130.0,0
0,3,12.333333333333334,2,12.5,24,5,5,110.0,8,150.0,0
1,5,12.166666666666666,5,11.0,20,6,6,105.0,9,106.0,0
0,0,0.0,0,0.0,21,0,0,142.8,0,162.0,0
0,0,0.0,0,0.0,32,5,5,128.2,5,120.0,0
0,1,10.0,0,0.0,39,5,5,120.0,5,133.1,0
0,0,0.0,0,0.0,33,5,5,130.0,5,130.0,0
1,4,10.75,5,12.4,20,5,5,121.7,5,128.0,0
1,6,14.1,6,15.5,19,6,6,116.0,10,124.0,0
0,3,10.8,2,11.5,43,5,5,133.2,12,133.1,0
0,4,11.6,4,13.333333333333334,49,5,5,116.7,9,114.0,1
1,6,13.5,6,12.666666666666666,18,6,6,126.4,6,140.0,0
0,5,13.6,5,12.6,19,5,5,120.3,9,122.0,0
0,0,0.0,6,13.5,45,6,6,118.0,6,140.0,0
1,6,13.0,6,13.0,19,6,6,149.5,8,160.0,0
1,4,11.75,6,11.714285714285714,21,6,6,130.0,8,130.0,0
1,5,13.0,6,12.166666666666666,18,6,6,126.3,7,141.0,0
0,0,0.0,0,0.0,18,5,5,116.2,13,127.0,0
0,0,0.0,0,0.0,29,6,6,126.0,6,126.0,6
1,5,11.6,5,11.5,19,5,5,122.3,5,131.0,0
1,8,12.375,7,12.285714285714286,22,9,7,131.8,10,130.0,0
0,8,12.805555555555555,7,12.718571428571428,18,8,7,130.7,11,140.0,0
0,0,0.0,0,0.0,20,0,0,129.5,0,140.0,0
0,0,0.0,1,14.0,29,6,6,130.0,7,133.1,0
0,4,11.25,3,11.666666666666666,29,5,5,114.0,8,120.0,0
0,0,0.0,0,0.0,19,0,0,116.4,0,123.0,0
0,1,12.0,0,0.0,18,5,5,121.7,11,136.0,3
0,2,12.5,4,11.5,22,6,6,130.0,12,136.0,0
0,6,11.5,7,11.714285714285714,34,10,10,120.0,10,120.0,0
1,5,13.714285714285714,5,12.6,26,5,5,125.0,7,160.0,0
0,12,11.25,13,11.642857142857142,24,17,17,134.1,25,125.0,0
1,6,13.428571428571429,6,14.875,17,6,6,149.5,8,146.0,0
1,6,13.5,6,12.714285714285714,19,6,6,140.0,9,140.0,0
0,5,11.2,5,11.6,49,7,12,162.4,7,111.0,0
0,6,12.2,5,11.94,23,7,7,136.6,14,120.0,0
0,3,14.2,4,11.6,18,5,5,111.0,9,111.0,0
1,5,13.8,6,13.333333333333334,19,6,6,105.7,9,106.0,0
1,5,15.0,5,13.4,18,5,5,137.0,5,151.0,0
0,0,0.0,0,0.0,45,6,6,120.0,12,133.1,0
0,0,0.0,2,11.0,30,5,5,120.5,5,120.0,0
0,9,11.333333333333334,13,12.0,28,13,15,118.1,13,120.0,0
0,0,0.0,0,0.0,40,5,5,139.0,0,110.0,0
0,0,0.0,0,0.0,32,5,5,116.3,9,133.1,0
0,4,10.25,4,12.5,19,6,6,120.5,12,118.0,0
1,6,12.166666666666666,6,13.666666666666666,20,6,6,134.9,7,139.0,1
0,0,0.0,1,10.0,18,5,5,123.0,7,130.0,0
0,2,13.0,6,11.5,20,6,6,122.9,9,132.0,0
1,6,13.266666666666666,6,13.266666666666666,18,7,7,132.3,7,156.0,0
1,8,14.1875,7,12.5125,18,8,7,131.5,8,143.0,0
0,0,0.0,0,0.0,28,5,5,128.2,5,133.1,0
0,0,0.0,0,0.0,31,6,6,148.0,6,140.0,0
1,6,13.483333333333334,6,13.483333333333334,23,7,7,121.5,7,127.0,0
0,0,0.0,0,0.0,33,5,6,139.0,6,133.1,0
0,3,11.666666666666666,3,13.0,22,5,5,113.4,9,120.0,0
0,5,17.714285714285715,5,16.5,20,5,5,150.0,7,150.0,0
1,6,13.142857142857142,6,13.8,20,6,6,150.0,7,150.0,0
0,0,0.0,0,0.0,25,6,6,140.0,0,130.0,0
1,4,14.5,5,12.6,20,5,5,140.7,6,141.0,1
1,6,13.625,6,13.833333333333334,19,6,6,146.7,8,146.0,0
0,0,0.0,0,0.0,31,5,5,96.0,5,133.1,0
0,2,16.0,2,16.0,24,7,6,160.0,7,160.0,0
0,0,0.0,0,0.0,23,5,5,130.0,5,130.0,0
0,3,10.666666666666666,3,10.666666666666666,26,5,5,130.0,11,160.0,0
1,18,14.5,18,14.5,38,18,18,140.0,18,140.0,0
1,5,13.8,5,14.0,20,5,5,116.6,7,126.0,0
1,5,13.571428571428571,3,13.333333333333334,20,5,5,120.5,11,118.0,0
0,0,0.0,0,0.0,25,6,6,103.0,0,133.1,0
1,4,11.2,5,12.0,19,6,6,111.9,10,121.0,0
1,5,16.0,5,16.2,18,5,5,148.7,8,148.0,0
0,5,10.6,7,10.285714285714286,28,11,13,120.0,13,133.1,0
1,6,13.166666666666666,6,13.571428571428571,20,6,6,120.1,8,132.0,0
1,6,14.857142857142858,6,14.285714285714286,18,6,6,127.8,9,140.0,0
1,4,10.5,5,10.2,19,5,5,106.4,6,112.0,0
0,2,10.25,2,10.25,24,8,8,100.0,16,100.0,1
0,0,0.0,0,0.0,21,6,6,123.9,0,126.0,0
1,6,14.833333333333334,6,14.833333333333334,20,6,6,139.5,6,150.0,0
1,5,12.6,5,13.625,21,6,6,150.0,6,150.0,0
1,7,13.657142857142857,7,12.271428571428572,24,8,7,139.8,10,144.0,0
0,0,0.0,0,0.0,27,5,5,154.4,0,133.1,0
1,7,13.142857142857142,9,13.22222222222222,39,7,9,119.0,8,133.1,0
0,2,11.5,2,15.0,25,7,7,96.1,12,133.1,0
0,0,0.0,0,0.0,18,0,0,130.0,0,130.0,0
1,12,13.0,12,13.166666666666666,19,12,12,128.8,12,133.0,0
1,4,14.0,5,13.833333333333334,21,6,6,126.8,6,124.0,0
0,0,0.0,0,0.0,27,5,5,130.0,0,130.0,0
0,6,13.166666666666666,9,12.333333333333334,27,11,12,110.0,11,110.0,0
0,5,11.8,6,13.0,18,6,6,133.7,7,127.0,0
0,1,12.0,3,13.25,19,6,6,140.0,9,140.0,0
1,6,12.166666666666666,6,13.5,18,6,6,133.7,6,133.0,0
1,5,12.8,6,12.666666666666666,18,6,6,137.0,8,109.0,0
0,6,14.5,11,15.090909090909092,23,6,11,128.2,7,133.1,0
0,0,0.0,0,0.0,20,0,0,129.2,0,133.0,0
1,6,12.666666666666666,6,13.166666666666666,18,6,6,129.5,7,134.0,0
1,6,12.833333333333334,6,12.833333333333334,18,6,6,129.6,8,125.0,0
1,6,12.166666666666666,6,11.833333333333334,20,6,6,141.8,6,132.0,0
1,3,12.75,5,12.8,20,6,6,129.8,11,135.0,0
0,5,11.0,5,11.8,21,9,7,106.0,9,100.0,0
0,5,14.571428571428571,5,15.8,20,5,5,121.5,7,125.0,0
1,6,13.857142857142858,6,14.666666666666666,20,6,6,117.7,7,117.0,0
0,2,12.0,4,12.5,19,6,6,140.0,16,140.0,0
0,2,10.5,3,12.0,19,6,5,133.1,10,132.0,0
0,4,11.142857142857142,3,12.666666666666666,18,6,6,119.1,11,132.0,0
0,5,11.8,5,13.6,18,6,6,131.3,7,133.0,0
1,6,13.833333333333334,6,12.5,18,6,6,136.7,6,143.0,0
1,6,13.5,6,13.333333333333334,21,6,6,126.2,7,143.0,0
0,5,11.0,4,12.25,18,6,6,109.6,15,133.1,0
1,8,16.09375,7,15.101428571428572,18,8,7,131.9,8,141.0,0
1,6,16.0,6,13.166666666666666,18,6,6,140.7,6,140.0,0
0,0,0.0,4,11.0,23,6,6,120.7,6,134.0,0
1,4,11.75,3,11.666666666666666,21,5,5,113.8,9,118.0,0
0,2,11.0,7,11.571428571428571,26,6,7,112.4,14,119.0,0
0,0,0.0,0,0.0,18,0,0,142.7,0,143.0,0
1,6,14.285714285714286,6,13.833333333333334,19,6,6,125.5,7,123.0,0
1,7,13.0,6,12.357142857142858,20,8,7,107.8,9,108.0,0
0,2,10.333333333333334,6,12.166666666666666,19,6,6,110.4,10,117.0,0
1,7,13.0,9,12.416666666666666,33,9,10,138.3,14,170.0,0
1,4,12.75,4,12.75,18,5,5,142.3,6,157.0,0
1,18,14.933333333333334,18,14.933333333333334,21,21,21,145.0,33,141.0,12
1,6,11.666666666666666,6,13.0,19,6,6,125.7,7,125.0,0
1,8,13.91,7,14.455000000000002,18,8,7,128.7,8,143.0,0
1,6,13.285714285714286,6,14.0,18,6,6,128.0,7,142.0,0
1,6,12.666666666666666,6,13.5,20,6,6,146.5,7,150.0,0
0,0,0.0,0,0.0,20,6,6,106.1,0,112.0,0
1,5,14.0,6,11.666666666666666,20,6,6,118.0,12,133.1,0
1,5,13.333333333333334,4,12.0,19,5,5,117.0,8,125.0,1
1,6,11.833333333333334,6,11.714285714285714,19,6,6,115.4,6,121.0,0
1,6,12.428571428571429,6,12.666666666666666,21,6,6,117.0,7,133.1,0
0,0,0.0,0,0.0,21,6,6,127.0,0,135.0,0
1,7,12.328571428571427,7,12.328571428571427,18,8,8,118.0,8,132.0,0
0,1,10.0,6,11.666666666666666,27,7,7,118.0,10,133.1,0
1,11,12.727272727272728,12,13.25,20,12,12,126.4,12,135.0,0
1,8,15.125,7,13.3,18,8,7,124.4,8,133.0,0
1,6,12.166666666666666,6,12.833333333333334,18,6,6,129.4,7,135.0,0
1,6,12.833333333333334,6,12.833333333333334,20,6,6,141.7,6,140.0,0
1,3,13.0,3,12.666666666666666,19,5,5,132.1,7,144.0,0
1,7,14.471428571428572,6,13.271428571428572,20,8,7,116.8,8,122.0,0
1,5,12.833333333333334,5,12.4,20,5,5,135.0,6,143.0,0
0,0,0.0,0,0.0,19,5,6,116.0,5,124.0,0
1,6,13.25,6,14.285714285714286,18,6,6,155.0,8,156.0,0
1,5,12.6,3,12.333333333333334,18,5,5,127.0,9,142.0,0
1,7,12.671428571428573,6,12.583333333333334,19,8,7,130.8,8,142.0,0
0,7,13.771428571428572,6,13.731666666666667,19,8,7,121.8,10,126.0,0
0,5,13.4,8,14.625,47,7,10,148.5,7,170.0,0
0,0,0.0,0,0.0,23,2,3,109.8,2,130.0,0
1,6,12.666666666666666,6,12.666666666666666,19,6,6,119.7,7,133.0,0
1,6,12.491666666666667,6,12.491666666666667,20,8,8,122.0,11,122.0,0
1,11,14.166666666666666,12,13.666666666666666,19,11,12,147.5,12,138.0,0
1,6,14.5,6,16.0,19,6,6,150.8,8,163.0,0
1,6,13.0,6,14.142857142857142,19,6,6,150.0,7,150.0,0
1,4,13.75,6,11.833333333333334,39,6,6,131.5,9,133.1,0
1,6,13.0,6,12.666666666666666,20,6,6,127.2,8,144.0,0
1,6,12.666666666666666,6,12.5,21,6,6,111.0,6,118.0,0
1,4,11.25,9,10.88888888888889,22,10,11,119.9,20,101.0,1
0,0,0.0,1,13.0,19,5,6,133.7,10,133.0,0
1,6,16.0,6,15.166666666666666,22,6,6,140.0,6,133.1,0
1,6,12.0,6,12.666666666666666,19,6,6,113.9,7,124.0,0
0,0,0.0,0,0.0,18,0,0,120.7,0,127.0,0
0,0,0.0,0,0.0,36,5,5,121.8,5,110.0,0
1,0,0.0,0,0.0,20,0,0,117.7,0,110.0,0
0,4,11.5,2,11.0,30,5,5,110.0,6,160.0,0
0,6,15.9,6,15.714285714285714,24,6,6,134.4,10,120.0,0
0,11,11.636363636363637,11,10.818181818181818,26,14,15,125.3,15,133.1,1
0,0,0.0,1,12.0,19,5,5,119.1,6,132.0,0
1,4,11.25,5,12.6,34,6,6,146.0,11,130.0,0
1,4,10.75,5,11.6,19,5,5,122.0,10,129.0,0
0,1,11.0,1,10.0,26,5,5,118.1,14,130.0,0
0,0,0.0,1,14.0,29,6,6,105.2,6,140.0,0
0,2,12.5,5,12.6,19,5,5,123.3,8,131.0,0
0,0,0.0,0,0.0,18,0,0,124.8,0,129.0,0
0,1,12.0,2,11.333333333333334,29,5,5,149.4,9,133.1,0
1,5,11.4,6,12.666666666666666,21,6,6,108.5,7,112.0,0
1,7,11.85625,5,12.87857142857143,20,8,7,101.0,15,133.1,0
0,0,0.0,0,0.0,18,5,5,112.9,5,123.0,0
0,0,0.0,0,0.0,20,5,5,134.1,0,125.0,0
0,0,0.0,0,0.0,30,5,5,101.6,5,133.1,0
1,6,14.0,6,14.166666666666666,19,6,6,111.9,6,121.0,0
0,4,13.25,5,13.4,30,5,5,118.4,7,148.0,0
1,4,11.25,5,11.2,22,5,5,127.1,13,139.0,0
1,0,0.0,0,0.0,22,0,0,120.5,0,125.0,0
0,5,11.8,6,12.666666666666666,19,6,6,136.1,8,128.0,0
0,4,11.25,3,12.333333333333334,21,5,5,124.0,5,132.0,0
1,5,12.0,4,12.25,21,5,5,141.6,7,137.0,0
0,0,0.0,0,0.0,21,0,0,160.0,0,160.0,0
0,3,10.333333333333334,3,10.75,27,5,5,110.0,9,120.0,0
0,0,0.0,0,0.0,32,7,7,100.0,8,134.0,0
0,0,0.0,0,0.0,40,6,6,120.0,6,133.1,0
0,2,11.5,2,11.5,20,5,5,140.0,13,140.0,0
1,0,0.0,0,0.0,18,0,0,124.3,0,140.0,0
0,0,0.0,2,10.5,21,5,5,118.9,13,122.0,0
0,0,0.0,6,13.5,18,6,6,130.2,0,141.0,0
0,0,0.0,1,10.0,30,6,6,140.0,6,140.0,0
0,0,0.0,0,0.0,29,6,6,130.0,8,133.1,0
0,3,10.666666666666666,1,12.0,18,5,5,130.4,7,137.0,2
0,5,12.2,4,12.25,18,5,5,116.1,5,122.0,0
0,6,11.666666666666666,5,11.4,22,7,10,130.0,13,130.0,0
0,0,0.0,0,0.0,27,5,5,124.3,5,140.0,0
1,5,14.0,4,14.25,20,6,6,125.0,10,125.0,0
1,10,14.2,11,14.454545454545457,42,11,12,110.0,11,110.0,0
1,12,14.461538461538462,12,14.538461538461538,21,12,12,115.0,14,133.1,0
1,7,11.95,6,12.733333333333334,23,8,7,129.6,10,132.0,0
0,4,13.5,5,13.2,21,12,12,128.8,12,122.0,0
1,0,0.0,0,0.0,19,0,0,144.2,0,155.0,0
0,4,12.75,6,12.333333333333334,40,6,6,134.0,10,120.0,0
0,7,11.25,5,11.2,22,9,9,112.0,14,129.0,2
1,6,13.2,6,13.2,19,7,7,128.8,7,144.0,0
1,5,14.6,5,13.6,18,5,5,123.2,6,133.0,0
0,2,11.5,0,0.0,18,5,5,118.4,10,131.0,4
0,5,13.666666666666666,5,12.857142857142858,24,6,6,116.2,12,133.1,0
1,6,14.0,5,13.5,19,6,6,113.5,6,118.0,0
0,0,0.0,0,0.0,18,6,6,134.8,12,133.1,0
1,0,0.0,0,0.0,19,0,0,149.9,0,145.0,0
1,8,12.82875,8,12.82875,19,8,8,119.8,8,125.0,0
1,4,13.75,0,0.0,21,5,5,125.0,6,125.0,1
0,0,0.0,0,0.0,18,8,7,135.1,0,148.0,0
1,6,13.166666666666666,6,14.666666666666666,19,6,6,138.3,6,139.0,0
1,7,13.937142857142858,7,13.937142857142858,19,8,8,122.5,8,130.0,0
1,12,14.583333333333334,10,14.7,20,12,12,148.0,12,148.0,0
1,5,12.2,6,11.666666666666666,18,6,6,126.2,6,130.0,0
1,6,14.85,6,14.85,20,7,7,129.8,7,134.0,0
0,0,0.0,1,12.0,26,5,5,104.0,12,133.1,4
0,8,15.622222222222222,7,13.6875,18,8,7,126.7,9,137.0,0
1,5,11.6,5,12.4,58,6,6,120.0,10,130.0,0
1,8,13.5425,7,13.398,18,8,7,124.6,8,137.0,0
0,0,0.0,0,0.0,20,5,5,127.3,0,140.0,0
1,14,11.928571428571429,13,11.76923076923077,29,14,15,122.0,17,150.0,0
0,0,0.0,0,0.0,27,5,6,125.1,6,130.0,0
1,6,13.0,6,13.285714285714286,21,6,6,110.0,11,133.1,0
1,6,11.166666666666666,6,11.666666666666666,20,6,6,129.8,8,134.0,0
1,5,12.2,6,11.5,19,6,6,114.9,9,125.0,0
1,6,13.15,6,13.081666666666669,22,8,7,125.6,12,141.0,0
1,6,13.0,6,12.666666666666666,19,6,6,125.1,6,138.0,0
0,0,0.0,3,11.333333333333334,19,6,6,115.7,6,116.0,0
0,5,13.2,6,13.166666666666666,18,6,6,127.2,7,131.0,0
0,0,0.0,0,0.0,19,6,6,140.0,0,140.0,0
1,5,12.6,5,11.666666666666666,20,6,6,140.0,7,140.0,0
1,6,13.428571428571429,6,13.5,19,6,6,120.4,7,127.0,0
0,0,0.0,0,0.0,26,6,6,100.0,6,133.1,0
1,6,14.142857142857142,6,13.166666666666666,18,6,6,113.5,7,117.0,0
0,2,12.5,4,12.5,29,5,5,132.1,11,150.0,0
1,6,13.0,6,13.375,20,6,6,160.0,10,160.0,0
1,6,12.666666666666666,6,13.166666666666666,19,6,6,126.3,6,128.0,0
1,7,13.154285714285717,7,13.154285714285717,18,8,8,125.8,8,135.0,0
1,6,12.833333333333334,6,12.833333333333334,19,6,6,142.2,6,139.0,0
1,7,13.142857142857142,7,12.142857142857142,18,7,7,119.4,7,125.0,0
0,4,13.75,4,13.0,36,9,10,120.0,10,120.0,0
0,0,0.0,0,0.0,20,0,0,148.6,0,130.0,0
0,0,0.0,5,11.0,18,6,6,108.7,12,116.0,0
0,2,12.5,3,13.333333333333334,20,6,9,124.6,6,140.0,0
1,8,13.472,7,14.594444444444443,18,8,7,131.0,10,134.0,0
0,3,10.666666666666666,4,11.0,20,6,6,130.0,13,130.0,0
0,0,0.0,0,0.0,24,5,5,116.1,5,122.0,0
0,0,0.0,0,0.0,19,6,6,125.6,0,128.0,0
0,2,12.0,1,12.0,18,5,5,121.3,10,130.0,3
1,5,13.2,5,14.0,18,5,5,107.4,6,113.0,0
1,5,11.8,6,13.571428571428571,18,6,6,116.9,7,126.0,0
0,0,0.0,0,0.0,22,6,6,123.5,6,135.0,0
1,6,13.857142857142858,6,14.25,19,6,6,130.5,7,141.0,0
0,0,0.0,0,0.0,32,6,6,140.0,6,133.1,0
0,0,0.0,0,0.0,21,6,6,117.1,12,133.1,0
1,7,13.542857142857144,7,13.542857142857144,19,8,8,127.5,8,144.0,0
1,7,11.714285714285714,9,13.11111111111111,39,7,9,126.0,10,140.0,0
1,7,12.142857142857142,9,12.666666666666666,30,7,9,113.0,7,100.0,0
0,2,10.0,4,10.75,18,5,5,130.1,13,135.0,0
0,2,10.0,4,10.75,38,10,10,110.0,10,130.0,0
1,6,13.333333333333334,6,13.666666666666666,20,6,6,135.8,6,147.0,0
1,6,12.833333333333334,6,13.833333333333334,55,6,6,126.3,6,149.0,0
0,16,13.0,17,13.176470588235292,53,18,18,130.0,18,130.0,0
